emerge saleintended2 ebitbeforedummy equitybefore manufacturing prime1yearbeffile lnhqtohqctcity prepack3 diploanres commcred24 lnassetscurrdollar lnjudgeexp
1 0 0 -0.12074099 0 9.50 1.38629436 0 1 NA 7.32085781 2.39789527
0 1 0 -0.23685511 0 9.50 2.19722458 0 NA NA 7.94937385 1.79175947
0 1 0 0.07971975 0 9.50 2.07944154 1 1 1 6.96243284 3.04452244
0 1 0 -0.00610094 0 8.75 NA 1 NA 1 7.49720722 0.69314718
0 1 1 0.55030675 1 9.00 0.00000000 1 NA 1 7.39633529 1.09861229
1 0 0 -0.22277617 0 9.50 0.00000000 1 1 1 5.94306181 1.38629436
1 0 0 -0.27165354 0 9.50 3.04452244 1 1 0 5.53733427 0.69314718
1 0 0 0.14832275 0 8.00 4.46590812 1 1 1 7.54433211 1.60943791
1 0 0 0.12359421 0 8.00 NA 1 1 1 8.15383885 1.60943791
1 0 0 -2.14380636 0 9.00 NA 1 NA 1 8.34616759 1.38629436
1 0 0 0.03850603 0 9.00 0.00000000 0 NA 1 8.46697301 1.38629436
1 0 0 -0.24404849 0 7.50 0.00000000 0 1 0 9.47471032 1.79175947
1 0 0 -0.19392523 0 7.50 0.00000000 0 NA 1 8.69818053 3.25809654
1 0 0 0.15580183 0 8.00 2.07944154 0 NA NA 6.41934325 4.06044301
1 1 1 0.46153846 0 8.50 0.00000000 1 NA 1 5.60947180 0.00000000
0 0 0 0.16258824 0 8.50 0.00000000 1 NA 1 5.54126355 1.09861229
0 1 0 0.66039506 0 8.50 2.89037176 1 1 1 6.00388707 3.95124372
0 0 0 -0.27601626 0 9.00 3.21887582 1 1 1 6.78626538 0.00000000
1 0 1 0.57763150 0 6.75 2.30258509 1 1 1 11.55131891 1.94591015
1 1 0 0.26221550 0 7.00 3.13549422 0 NA 1 8.97847136 1.79175947
0 1 0 -0.63003663 0 7.00 2.19722458 1 NA 1 6.19725846 0.00000000
1 0 0 0.04084026 0 7.00 3.66356165 0 NA 0 6.77798822 3.63758616
1 0 0 -0.13694135 0 4.75 0.00000000 0 NA 1 7.67957500 0.69314718
0 1 0 -0.86964413 0 4.75 1.94591015 1 NA 1 6.28125689 0.69314718
1 0 0 -0.07674910 0 4.75 3.43398720 1 1 1 6.59238678 1.38629436
0 1 0 0.53028634 0 5.00 NA 1 NA 1 8.19753874 1.09861229
1 0 0 -0.04975504 0 5.50 2.48490665 1 NA 1 5.90645117 4.07753744
1 0 1 -1.39680426 0 6.00 2.70805020 0 NA 0 5.80042510 1.94591015
0 1 0 0.38443936 0 4.75 0.00000000 1 1 1 8.02584334 1.09861229
0 0 0 0.03066889 0 4.75 0.00000000 1 NA 1 7.27323138 1.09861229
1 0 1 0.00713452 0 4.50 0.00000000 0 1 1 8.11207502 3.63758616
1 0 0 -0.23968850 0 4.25 2.48490665 0 NA 1 7.33260463 1.79175947
1 0 0 0.12321407 0 7.50 0.00000000 1 NA 1 7.40110916 1.60943791
1 0 0 -0.91011031 0 4.00 0.00000000 2 1 NA 5.94926139 2.07944154
0 1 0 0.70165922 1 9.50 0.00000000 1 NA 1 7.13377469 0.69314718
1 0 1 -0.12290739 0 3.25 0.00000000 0 NA 1 7.79686801 3.66356165
1 0 0 -0.92955535 0 5.00 0.00000000 0 1 0 6.96318999 1.79175947
1 1 0 -5.15202494 0 7.75 2.30258509 1 1 1 5.82897503 4.26267988
0 0 1 -0.00084646 0 8.00 3.33220451 1 NA 0 6.23048145 3.61091791
1 0 1 -0.33530455 0 7.00 0.00000000 0 1 NA 6.00595899 2.56494936
0 0 0 0.06779941 0 4.25 1.79175947 1 NA 1 7.50322348 0.00000000
1 0 1 -1.68812819 0 6.00 0.00000000 1 NA 1 5.85283446 2.07944154
1 0 0 -0.07823613 0 8.50 0.00000000 2 1 NA 5.86220971 1.09861229
1 0 0 0.12389143 0 8.50 3.82864140 0 NA 0 5.91916264 1.38629436
1 0 0 -0.60218319 0 8.50 0.00000000 0 1 NA 5.42578667 2.99573227
1 0 0 0.25635793 0 8.00 0.00000000 1 1 1 6.44121764 1.79175947
1 0 0 -2.85141661 0 4.75 0.00000000 0 NA 1 5.51536236 3.40119738
1 0 0 -1.45469522 0 7.25 2.48490665 1 1 1 5.49223806 1.60943791
0 1 0 -0.40116279 0 7.75 3.17805383 1 1 1 5.84064166 3.52636052
0 1 0 0.64300626 0 8.50 0.00000000 1 1 1 6.17170060 0.69314718
0 0 0 0.45802338 0 9.00 3.09104245 1 1 1 5.93065241 2.19722458
1 0 0 0.35908509 0 7.00 0.00000000 1 NA 1 8.74065669 0.69314718
1 0 0 0.22476262 0 5.00 2.19722458 0 NA 1 8.07140596 1.38629436
1 0 0 -0.76902310 0 7.00 NA 0 NA 1 6.57730487 1.94591015
1 1 0 0.27763700 0 8.25 0.00000000 1 1 1 5.57750093 1.09861229
1 0 1 0.00058868 0 6.00 0.00000000 1 1 0 5.47151409 1.09861229
0 1 0 -0.01385670 0 9.00 0.00000000 1 NA 1 5.99458467 0.69314718
1 0 1 -0.30911628 0 8.25 3.04452244 2 NA NA 5.49565068 0.69314718
1 0 0 0.08400036 0 9.00 0.00000000 1 NA 1 9.99825213 0.00000000
1 0 0 0.18568117 0 4.75 0.00000000 1 1 1 9.87380124 0.00000000
1 0 1 -0.06122556 0 4.75 0.00000000 0 1 1 9.29502062 2.77258872
0 0 0 -0.12120831 0 4.75 2.70805020 0 NA 1 8.98029808 0.00000000
1 0 1 0.18302004 0 5.25 0.00000000 1 1 1 10.21156362 3.46573590
1 0 1 0.26289663 0 4.75 0.00000000 1 1 0 6.49642802 0.00000000
1 1 1 -0.10648918 0 4.75 0.00000000 1 1 1 6.39859493 1.09861229
0 1 1 0.21282210 0 8.50 2.70805020 0 NA 1 6.24486569 2.48490665
1 0 0 -0.34270877 0 8.50 NA 0 1 1 7.04549779 2.19722458
0 0 0 0.18431373 0 8.50 2.56494936 1 1 1 5.54126355 3.13549422
1 0 1 0.16067146 0 8.50 0.00000000 1 NA 1 6.03308622 0.00000000
0 0 1 0.45333333 0 9.00 0.00000000 1 1 1 5.41610040 0.69314718
1 0 0 0.03901437 0 8.25 0.00000000 1 1 1 6.18826412 2.70805020
0 0 1 0.22432210 0 6.00 2.56494936 1 1 1 5.79481077 0.00000000
0 1 0 0.26421405 0 8.25 3.46573590 1 1 1 6.53335270 0.69314718
1 0 1 0.47641832 0 9.00 3.17805383 1 1 1 9.59082949 1.38629436
0 0 0 0.16944626 0 6.00 2.94443898 1 NA 1 5.29063796 0.00000000
1 0 1 -0.14465247 0 6.00 0.00000000 2 1 0 5.96589030 2.89037176
0 1 1 0.23750560 0 7.75 0.00000000 0 NA 1 8.18088094 0.00000000
1 0 1 0.33924692 0 9.50 0.00000000 1 1 0 7.00741960 1.60943791
0 0 0 0.46093750 0 8.50 2.83321334 1 NA 1 5.95064255 0.00000000
0 1 1 0.25215348 0 7.00 3.43398720 0 1 0 5.54283094 1.38629436
1 1 1 0.24607330 1 8.50 2.94443898 1 1 1 6.35088572 3.58351894
1 0 0 0.02773246 0 8.25 0.00000000 1 1 1 6.41836494 2.94443898
0 0 0 0.08471020 0 9.50 2.99573227 1 NA 1 5.94358647 3.91202301
0 0 1 0.47303265 0 4.75 3.68887945 1 NA 1 6.02680756 0.00000000
0 1 1 0.16364490 0 8.75 0.00000000 1 1 1 7.46489372 3.80666249
0 0 1 0.25354131 0 8.75 2.94443898 1 1 1 7.36334300 3.21887582
1 0 1 0.13639672 0 4.75 4.00733319 1 1 1 8.20385137 3.73766962
0 0 1 0.00052994 0 7.75 2.56494936 1 1 1 7.54274355 3.49650756
1 0 1 0.38872170 0 9.50 0.00000000 0 NA NA 7.31230664 0.69314718
1 0 1 -0.38266860 0 8.50 0.00000000 0 1 1 7.11319097 3.04452244
0 0 1 0.29270788 0 7.00 0.00000000 1 1 1 7.91469078 1.09861229
1 0 1 0.04296229 0 5.50 0.00000000 0 1 1 7.00351990 1.60943791
0 1 0 0.61125888 0 7.75 2.63905733 1 1 1 5.83519078 0.00000000
0 1 1 0.41273101 0 9.00 0.00000000 1 NA 1 6.18826412 3.36729583
0 0 1 0.09818182 0 8.50 0.00000000 1 1 1 6.30991828 3.09104245
0 0 0 0.24483317 0 8.75 0.00000000 1 1 1 5.73236993 0.00000000
1 0 1 0.22434460 0 8.25 0.00000000 0 1 1 7.16479772 0.00000000
0 0 1 0.19580936 0 9.50 2.99573227 1 1 1 6.51870471 0.69314718
1 0 0 0.08285778 0 5.00 0.00000000 0 NA 1 6.29105049 3.04452244
0 0 NA 0.05533761 0 8.50 3.58351894 0 1 1 5.58010711 2.07944154
0 0 0 0.15105405 0 8.50 2.48490665 1 1 1 7.36343810 3.29583687
1 0 1 0.15733027 0 8.00 1.79175947 1 NA 1 5.34166417 0.69314718
1 0 1 0.18512658 0 7.25 2.56494936 1 1 1 6.78536163 2.89037176
0 0 1 0.29360592 0 7.75 2.56494936 1 1 NA 7.04708234 2.30258509
1 0 0 0.12461570 0 8.25 0.00000000 1 1 1 8.49269556 2.63905733
0 0 0 0.19877737 0 9.50 2.19722458 1 1 1 7.59875014 1.09861229
0 1 0 0.33717883 0 7.25 0.00000000 1 1 1 5.80510485 2.70805020
1 0 1 -0.35149403 0 6.00 2.89037176 0 1 1 7.24009040 1.38629436
1 1 1 -0.72361809 0 8.25 0.00000000 2 1 NA 5.29330482 0.69314718
1 0 1 -0.77849117 0 8.25 0.00000000 1 1 1 6.43454652 1.09861229
1 0 0 -0.39542703 0 8.50 2.89037176 2 1 NA 6.79369032 1.09861229
1 0 1 0.08609170 0 7.75 4.49980967 0 1 NA 5.56229571 1.60943791
0 1 0 -0.00327704 0 8.25 2.89037176 1 1 1 6.67632751 1.60943791
1 0 1 -1.38123515 0 8.00 3.76120012 2 1 NA 6.73578001 1.79175947
0 0 1 -0.09777564 0 8.50 3.71357207 1 1 1 5.74444446 0.00000000
1 0 0 0.16749380 0 4.75 0.00000000 1 1 1 6.69208374 1.09861229
1 0 0 0.35013364 0 4.00 0.00000000 1 1 1 7.87054784 0.00000000
1 0 1 0.21114370 0 4.00 2.77258872 2 1 NA 5.83188248 2.48490665
0 0 0 0.26050420 0 5.25 2.70805020 1 1 1 5.87773578 1.79175947
1 1 1 0.12216042 0 5.00 2.30258509 1 1 1 6.39178310 4.04305127
0 0 1 0.64604754 0 6.00 2.89037176 1 1 1 5.89910252 0.00000000
1 0 NA -0.58944241 0 8.75 0.00000000 1 1 1 5.38815807 3.29583687
1 0 0 -0.13576953 0 7.75 0.00000000 1 1 1 6.31840940 0.00000000
1 0 1 0.43275901 0 7.75 0.00000000 1 1 1 6.79548204 1.94591015
0 0 1 0.47200464 0 8.00 0.00000000 0 1 1 6.53582165 1.09861229
0 1 0 0.27471783 0 8.50 0.00000000 1 1 1 6.09356977 1.94591015
0 0 1 -0.05263158 0 9.50 2.99573227 1 1 1 5.50166629 0.00000000
1 0 1 0.18339100 0 4.25 2.63905733 1 1 1 6.49933581 1.38629436
0 1 1 0.26674149 0 9.00 4.34380542 1 1 1 5.58837162 0.00000000
0 0 0 0.18524009 0 8.25 2.48490665 1 1 1 7.46186451 1.38629436
1 0 1 -0.19753730 0 6.00 4.06044301 2 NA NA 6.35574301 0.69314718
1 0 1 -0.10017123 0 8.25 3.29583687 1 1 1 6.83990461 0.00000000
1 0 1 0.36650652 0 8.00 0.00000000 1 1 1 7.28413481 1.09861229
0 0 0 0.26434097 0 7.75 3.25809654 1 1 1 5.83641763 0.00000000
1 0 0 0.38183668 0 6.00 2.77258872 1 1 0 5.97406403 0.69314718
0 0 0 0.33902878 0 8.50 2.56494936 1 1 1 5.40447756 1.09861229
0 1 0 0.16025641 0 8.50 3.66356165 1 NA 1 6.14846830 0.00000000
0 0 0 0.40122798 0 7.50 0.00000000 1 1 1 8.22844388 0.00000000
1 1 0 0.59254082 0 4.00 2.39789527 1 1 1 5.81779545 4.21950771
0 0 1 0.16861589 0 7.75 2.48490665 1 1 1 6.66777071 0.69314718
1 0 1 -0.56803237 0 7.25 2.99573227 1 1 1 5.28675073 2.99573227
0 0 0 0.10948140 0 4.75 2.99573227 1 1 1 5.43407129 4.11087386
1 0 1 -0.08613445 0 4.25 0.69314718 2 1 NA 6.16541785 4.18965474
1 0 1 -0.72745052 0 8.25 0.00000000 0 1 NA 7.43094416 0.00000000
1 0 1 0.52677672 0 8.50 2.77258872 1 1 1 7.60344921 0.00000000
1 0 0 0.22495398 0 8.25 0.00000000 0 NA 1 6.15831284 1.60943791
1 0 0 0.11154985 0 8.50 3.25809654 0 NA NA 5.49355515 2.94443898
0 0 0 0.31904999 0 7.75 2.77258872 1 1 0 5.88959792 1.09861229
1 0 1 -0.19798383 0 8.25 2.48490665 1 1 1 6.85888011 3.95124372
1 0 1 0.00996678 0 4.25 3.33220451 1 1 1 5.70711026 2.19722458
1 0 1 0.16202532 0 8.25 0.00000000 1 1 1 5.97888576 1.60943791
1 0 0 0.10188679 0 9.00 2.83321334 0 1 1 5.57972983 1.09861229
0 0 0 0.05871091 0 9.50 0.00000000 1 1 1 5.74748033 1.38629436
1 0 0 0.24719631 0 7.50 4.02535169 1 1 1 5.35762347 0.69314718
0 0 0 0.46590909 0 8.25 0.00000000 1 1 1 5.57594910 1.38629436
0 0 0 0.10492505 0 8.50 0.00000000 1 1 1 6.14632926 0.69314718
0 1 0 0.01168014 0 5.00 0.00000000 1 NA 1 6.34146980 1.94591015
1 0 1 0.62428571 0 4.00 0.00000000 1 1 1 6.10479323 0.00000000
0 0 0 0.13885303 0 8.50 0.00000000 1 1 1 7.39443164 0.00000000
1 0 0 0.11375661 0 4.75 3.13549422 1 1 1 7.54433211 3.33220451
1 0 1 0.25971231 0 4.25 3.85014760 0 NA 1 6.76734313 1.94591015
1 0 1 0.12360367 0 7.75 3.46573590 1 1 1 5.39462705 0.69314718
0 1 0 0.32458833 0 8.75 0.00000000 1 1 1 6.57451780 0.69314718
1 0 0 0.00440852 0 8.25 2.39789527 2 NA NA 5.60653709 3.33220451
0 0 1 0.41770502 0 7.75 0.00000000 1 1 1 5.50362276 0.69314718
0 1 0 -0.75934190 0 9.50 3.52636052 1 NA 1 7.85442001 0.69314718
1 0 1 0.50119617 0 9.50 3.17805383 0 1 1 6.72862861 3.52636052
0 1 0 0.45412256 0 9.50 3.25809654 1 NA 1 7.65287802 1.09861229
0 1 0 -0.30072464 0 8.50 2.77258872 0 NA 1 5.62040087 3.98898405
0 0 1 0.02517408 0 8.00 0.00000000 1 NA 1 6.61579741 0.00000000
0 0 1 0.13867946 0 9.50 2.83321334 1 1 1 9.07726602 0.00000000
1 0 1 -1.02469894 0 7.75 3.21887582 2 1 NA 6.12225155 1.94591015
0 0 0 0.11924815 0 9.50 1.38629436 1 1 1 8.26729490 2.77258872
1 0 0 -0.26943942 0 8.50 0.00000000 2 NA NA 6.31535800 4.04305127
1 0 1 0.00360461 0 6.00 4.06044301 1 1 NA 7.62431621 1.79175947
1 0 1 0.00267299 0 4.00 4.06044301 0 1 NA 7.61649526 1.60943791
1 0 1 0.20976869 0 8.50 NA 1 1 1 8.44975126 3.21887582
1 0 1 0.24238107 0 8.00 4.34380542 0 1 1 6.02610749 3.71357207
1 0 1 -0.04152025 0 5.00 2.19722458 0 NA 1 9.38267136 2.30258509
1 0 1 -1.65634171 0 8.25 0.00000000 2 1 NA 6.26941820 1.60943791
1 0 0 0.66773913 0 9.50 2.63905733 1 1 1 6.35437004 0.00000000
1 0 1 0.18062397 0 5.25 3.13549422 2 1 NA 7.79811263 2.19722458
1 0 1 0.25639535 0 9.50 0.00000000 1 1 1 7.45007957 3.93182563
0 0 1 0.21920115 0 8.50 0.00000000 1 1 1 6.72287044 2.89037176
0 0 0 0.20741325 0 8.50 0.00000000 1 NA 1 5.53575822 1.38629436
1 0 1 0.21769447 0 7.75 0.00000000 1 1 1 6.96452306 0.00000000
0 1 1 0.81405137 0 8.50 2.63905733 1 1 0 6.54209725 1.38629436
1 0 1 0.27964602 0 9.50 0.00000000 1 1 1 7.05953171 3.13549422
1 0 1 0.01690821 0 9.50 3.21887582 0 1 NA 6.02586597 1.60943791
1 0 1 0.01112914 0 4.75 2.94443898 0 1 1 6.75995108 0.00000000
0 0 0 -0.33006429 0 6.00 2.70805020 0 NA 1 7.41150795 2.30258509
0 0 0 0.10430565 0 3.25 3.46573590 1 1 1 6.98124735 2.30258509
0 0 0 -0.15932414 0 3.25 3.71357207 1 1 1 6.87181717 1.60943791
1 1 0 0.22383721 0 3.25 3.17805383 1 1 NA 7.22693602 0.69314718
0 1 0 0.72480000 0 3.25 0.00000000 1 1 1 6.43775165 1.94591015
1 1 0 0.16701607 1 3.25 2.56494936 1 1 1 5.87983442 2.39789527
1 0 1 -0.42427205 1 3.25 3.29583687 2 NA NA 6.84694314 1.38629436
1 0 1 0.12820513 0 3.25 0.00000000 0 1 1 6.79905586 0.00000000
0 1 1 0.90172745 0 9.00 0.00000000 1 NA NA 6.22299285 1.94591015
1 1 0 -0.28043478 0 7.75 0.00000000 1 1 1 5.43807931 3.61091791
1 0 0 0.27923628 0 9.00 3.25809654 0 NA 1 6.03787092 0.69314718
0 1 0 0.86976207 0 4.75 3.25809654 1 NA 0 6.31783233 1.38629436
1 0 0 -0.67505395 0 6.00 0.00000000 1 1 1 6.27842761 1.79175947
0 0 0 0.02358420 0 7.50 3.21887582 1 NA 1 5.58454839 4.27666612
0 1 0 -0.03489731 0 5.00 2.39789527 1 NA 1 8.00453255 2.63905733
0 1 1 0.28710125 0 8.50 2.56494936 1 1 1 5.88749196 1.60943791
1 1 0 0.28782111 0 4.75 0.00000000 1 NA 1 6.77389240 0.00000000
1 1 1 -0.29553571 0 6.00 4.35670883 1 NA 1 5.97126184 2.77258872
1 0 0 0.02079487 0 4.75 0.00000000 2 1 NA 6.49336042 1.79175947
0 1 1 0.20363636 0 3.25 2.99573227 1 1 1 5.61677110 2.70805020
1 0 1 0.08604267 0 4.75 0.00000000 1 1 1 8.24424734 1.38629436
1 0 1 0.13653328 0 9.50 0.00000000 1 1 1 8.78532540 3.43398720
0 0 1 0.01375993 0 6.75 4.02535169 1 1 1 8.40503182 1.38629436
1 0 1 -0.01045296 0 7.75 0.00000000 0 1 1 6.35262940 2.89037176
0 1 0 -0.41132220 0 7.75 0.00000000 1 NA 0 5.05535369 1.09861229
1 0 1 0.25325077 0 8.00 0.00000000 1 NA 1 6.69394306 2.30258509
0 0 0 0.46979580 0 8.25 2.07944154 1 1 1 5.92855137 1.09861229
1 1 1 0.32421097 0 8.75 0.00000000 1 1 1 7.55349634 0.00000000
1 0 1 -0.20525805 0 8.25 4.64439090 0 1 1 7.05036534 1.60943791
0 0 0 -1.29110106 0 3.25 2.89037176 1 NA 1 6.49677499 1.94591015
1 0 1 -0.79177716 0 4.00 0.00000000 1 NA 1 6.00020127 2.63905733
1 1 0 0.29203540 0 6.00 NA 1 1 1 7.12528309 4.00733319
1 0 1 0.09002425 0 5.00 0.00000000 0 NA 1 8.01659839 2.07944154
1 0 1 -0.11615257 0 5.00 0.00000000 1 1 1 8.67105354 1.79175947
1 0 1 -0.35124431 0 5.25 0.00000000 0 NA 1 6.83974407 1.60943791
1 0 0 0.11166459 0 6.50 2.56494936 1 NA 0 5.48438191 0.69314718
1 0 0 -1.39320871 0 8.50 0.00000000 1 1 NA 5.40024199 1.38629436
1 0 1 -3.52907226 0 8.25 0.00000000 2 1 NA 5.98335677 3.55534806
1 1 1 -3.52644836 0 7.50 0.00000000 1 NA 1 5.98393628 3.61091791
0 0 0 0.31012027 0 7.75 2.63905733 1 1 1 6.19723811 0.00000000
1 0 1 0.74545455 0 5.50 1.94591015 1 1 1 6.49223984 0.69314718
1 0 1 0.15651286 0 8.25 0.00000000 1 1 1 7.81117959 2.63905733
1 0 0 -1.07990776 0 7.75 0.00000000 1 1 0 7.15067793 2.77258872
1 0 1 0.20622568 0 9.50 2.48490665 1 NA 0 5.95454119 0.00000000
0 0 1 -0.27727074 0 7.75 3.04452244 1 1 1 8.12535876 2.83321334
1 0 1 0.24194723 0 7.75 3.55534806 1 1 1 7.79560950 1.09861229
0 0 1 0.10971787 0 7.75 3.29583687 1 NA 1 5.76519110 1.38629436
1 0 1 0.18998514 0 9.50 0.00000000 0 1 1 5.81859815 2.83321334
1 0 1 -0.50029878 0 4.75 2.94443898 0 NA 1 6.91182698 2.70805020
1 0 1 0.18335866 0 8.50 0.00000000 1 1 1 7.44885207 2.39789527
0 1 1 0.37240626 0 7.75 2.30258509 1 1 0 5.39253604 0.00000000
1 0 1 0.01157736 0 8.25 0.00000000 0 NA 1 6.08007049 0.00000000
0 1 1 0.58771531 0 4.75 0.00000000 1 1 1 5.65672581 2.83321334
1 0 1 -0.34737874 0 8.00 2.70805020 2 NA NA 6.01175725 1.09861229
1 0 0 -0.04972472 0 8.00 0.00000000 0 1 1 5.99948232 2.94443898
1 0 0 0.28655821 0 7.75 2.77258872 0 NA NA 5.39390024 2.19722458
1 0 0 -0.71375691 0 8.50 1.38629436 0 1 NA 5.89164421 3.17805383
1 0 0 -0.71936229 0 4.75 0.00000000 1 1 1 6.50899266 3.71357207
1 0 1 0.12879305 0 8.25 2.63905733 1 NA 1 6.08591072 1.38629436
0 1 1 0.19803477 0 9.00 2.63905733 1 NA 1 7.18765716 3.55534806
1 0 1 0.32869693 0 8.50 0.00000000 1 1 1 5.61020413 2.56494936
1 1 0 0.34747670 0 7.75 0.00000000 1 1 1 6.83872669 3.63758616
1 0 0 -0.26597255 0 7.75 2.63905733 0 NA 1 5.53560048 0.69314718
1 0 1 0.04718919 0 5.00 0.00000000 2 1 NA 6.60665019 1.09861229
0 1 0 0.23288726 0 8.25 2.48490665 1 1 1 5.60855562 0.00000000
1 0 0 -0.33010883 0 4.00 0.00000000 1 1 1 5.82620658 4.23410650
0 0 1 0.43554888 0 9.00 0.00000000 1 NA NA 6.03861050 1.38629436
1 0 1 -0.04812500 0 4.75 3.04452244 0 1 0 6.46146818 1.60943791
1 0 1 0.17957170 1 3.25 2.07944154 1 1 1 6.70071881 2.77258872
1 0 1 -1.65719697 0 3.25 0.00000000 2 1 NA 6.26909628 2.99573227
1 0 1 -0.20457648 0 3.25 0.00000000 0 1 1 7.33843319 3.68887945
1 0 1 0.19211823 1 3.25 0.00000000 0 1 NA 6.00635316 2.48490665
1 0 0 -0.39661478 0 3.25 0.00000000 2 1 NA 6.37647181 1.94591015
1 0 0 -0.14034281 0 3.25 3.33220451 1 1 1 7.94704918 2.56494936
0 0 0 0.22364538 0 3.25 3.13549422 1 1 1 7.22668889 0.00000000
1 0 1 -0.50000000 0 3.25 0.00000000 0 1 1 5.67675380 2.83321334
1 0 1 0.16604117 0 3.25 0.00000000 0 1 1 6.42245119 4.40671925
1 0 1 -0.07257087 0 3.25 2.94443898 2 NA 1 5.84765191 4.11087386
1 1 1 0.03061224 0 3.25 2.63905733 0 1 1 6.19440539 1.09861229
1 0 1 -0.72674527 0 8.25 2.07944154 0 1 1 6.28095748 2.39789527
0 0 1 0.62940417 1 3.25 NA 1 NA 1 5.60230331 0.00000000
1 0 0 -0.18712617 1 3.25 2.39789527 1 1 1 8.16365618 2.89037176
1 1 1 0.09763724 0 3.25 2.39789527 1 1 1 5.63995481 2.39789527
0 0 1 -0.15724649 0 3.25 0.00000000 1 1 1 10.13014492 1.09861229
1 0 1 0.27424348 0 3.25 0.00000000 0 1 1 9.21163953 0.69314718
1 0 0 0.18635754 0 3.25 0.00000000 0 1 1 7.48537376 1.94591015
1 0 0 -0.03020701 0 3.25 0.00000000 1 1 1 6.44254017 0.69314718
1 0 0 0.03909091 0 3.25 2.39789527 2 1 NA 6.47543272 2.56494936
1 1 0 0.49954595 0 3.25 0.00000000 1 1 0 6.93157922 3.33220451
1 0 1 -0.08710555 1 3.25 0.00000000 2 1 NA 7.05466552 2.94443898
0 1 0 0.60468000 1 3.25 2.48490665 1 NA 1 5.91604032 2.63905733
1 0 1 -0.50235143 1 3.25 0.00000000 1 1 1 8.45062595 3.04452244
1 0 0 0.52219196 1 3.25 0.00000000 2 1 NA 5.98277692 2.07944154
0 1 0 0.06448208 1 3.25 3.52636052 1 NA 1 5.96224169 1.09861229
1 0 1 0.24638563 0 3.25 2.48490665 1 1 1 6.53712629 0.00000000
1 0 0 0.43255333 0 3.25 NA 2 1 NA 6.53134399 2.63905733
1 0 1 0.07972378 0 3.25 0.00000000 1 1 1 7.31242007 2.56494936
1 0 1 -0.22302606 1 3.25 0.00000000 0 1 1 6.07311366 0.00000000
1 0 0 0.29524233 0 8.00 3.49650756 2 1 0 5.88565949 0.00000000
0 0 1 0.29363607 0 7.75 0.00000000 1 1 1 8.38178575 3.66356165
1 0 1 0.38448683 0 3.25 0.00000000 0 NA 1 5.61767978 1.09861229
1 0 0 -0.34441925 1 3.25 0.00000000 0 1 1 7.92959451 2.07944154
0 0 0 0.51453077 0 3.25 0.00000000 0 NA 1 6.32520090 1.09861229
1 0 0 0.17639162 0 3.25 0.00000000 1 1 1 8.23656353 0.00000000
0 0 1 0.08327505 0 3.25 0.00000000 1 1 1 8.12822230 0.69314718
1 0 1 -0.39641528 0 3.25 1.79175947 2 1 NA 5.62304230 1.38629436
1 1 0 0.47349417 1 3.25 2.48490665 1 1 1 6.43919061 3.36729583
1 0 0 0.38550200 0 3.25 0.00000000 1 NA 1 8.30260048 4.41884061
1 0 1 -0.08572458 1 6.75 3.29583687 2 1 NA 7.41806077 0.69314718
0 1 0 -0.08230861 0 3.25 2.39789527 1 1 1 5.97327512 4.12713439
1 1 0 -0.09036274 0 3.25 0.00000000 1 1 1 6.23928120 2.99573227
0 0 1 0.19992791 0 3.25 0.00000000 0 NA 1 9.02677805 0.00000000
1 0 1 -0.12464825 0 3.25 0.00000000 2 1 NA 6.01290798 1.60943791
0 1 0 -0.09552186 1 3.25 0.00000000 1 1 1 5.83577518 4.14313473
1 1 1 0.14657404 0 3.25 4.66343909 1 1 1 6.13884953 3.40119738
1 0 1 0.09117064 1 3.25 0.00000000 0 1 1 7.35506586 2.70805020
1 0 0 0.24370658 1 3.25 2.39789527 0 1 1 5.98454063 4.15888308
1 0 1 -0.03893365 0 3.25 3.61091791 2 NA NA 5.76117049 4.17438727
1 0 0 -0.51063884 0 3.25 0.00000000 2 1 NA 5.97355513 3.43398720
0 1 1 0.01432239 0 3.25 2.19722458 2 NA NA 7.94994535 3.09104245
0 1 1 -0.32695035 0 3.25 3.04452244 2 NA NA 7.25134498 3.09104245
1 0 1 -1.06186832 0 3.25 0.00000000 0 1 1 5.62416190 4.44265126
1 1 0 0.12406861 0 3.25 0.00000000 0 1 1 6.29563494 0.00000000
1 0 1 -0.09474697 0 3.25 3.21887582 2 NA NA 7.47734969 2.70805020
0 0 1 0.70793761 0 3.25 NA 1 NA NA 5.66469509 1.38629436
0 1 1 0.19101813 0 3.25 1.79175947 0 1 NA 5.68180949 3.13549422
0 1 0 -0.07513316 0 3.25 0.00000000 1 1 1 6.00982005 2.77258872
1 0 0 -0.30916423 0 3.25 4.06044301 2 1 1 7.04591594 1.94591015
0 1 0 0.08861005 1 3.25 0.00000000 1 NA 1 6.42720018 2.83321334
1 0 1 -0.39018025 0 3.25 3.29583687 0 NA NA 6.11401398 2.89037176
1 0 1 -1.77567746 1 3.25 2.48490665 2 NA NA 6.15224321 4.18965474
1 0 1 0.47439605 0 3.25 0.00000000 2 1 NA 6.10822484 2.63905733
1 0 0 0.44257334 0 3.25 0.00000000 2 NA NA 7.99201506 1.60943791
1 0 0 0.26293533 0 9.50 0.00000000 1 1 1 7.45372408 0.00000000
1 0 1 0.16762194 0 7.00 1.79175947 0 1 1 5.57386360 2.48490665
1 0 1 0.23516360 0 3.25 3.09104245 1 NA 1 6.27626748 0.00000000
